,Unnamed: 0,SupplierID,SupplierName,SupplierContactDetails,ProductID,CarMaker,CarModel,CarColor,CarModelYear,CarPrice,CustomerID,CustomerName,Gender,JobTitle,PhoneNumber,EmailAddress,OrderDate,OrderID,ShipDate,ShipMode,Shipping,Sales,Quantity,Discount,CreditCardType,CreditCard,CustomerFeedback,SupplierAddress,CustomerAddress
71,71,72,Linkbuzz,741-42-7881,9824,Dodge,Ram Van 3500,Goldenrod,2001,508230.44,68180-403,Lynde Kiezler,Female,Biostatistician II,205-379-8812,lkiezler1z@go.com,2018/07/23,10370-116,2019/03/12,First Class,Air,959819.33,2,0.88,china-unionpay,560224417511575374,Okay,939 West Beach Drive Panama City FL 32401,249 Progress Drive Manchester CT 06042
72,72,73,DabZ,458-12-1050,2631,Cadillac,XLR,Red,2008,545080.04,24987-562,Morie Mowsdell,Male,Librarian,602-316-0625,mmowsdell20@w3.org,2019/06/05,61748-014,2019/03/28,Standard Class,Air,752558.4,1,0.83,diners-club-carte-blanche,30493625738613,Very Good,4920 Quonset Drive Sacramento CA 95820,1123 Glenwood Avenue Nashville TN 37204
73,73,74,Jazzy,299-52-5394,149,Isuzu,Trooper,Puce,1992,656202.16,54868-4250,Giusto Bollis,Male,Geological Engineer,508-843-5655,gbollis21@i2i.jp,2019/04/25,59262-601,2019/06/13,Same Day,Truck,941994.61,1,0.36,china-unionpay,5602238433604841853,Bad,2013 Talbot Terrace Montgomery AL 36106,712 Southwest 1st Street Moore OK 73160
74,74,75,Dabtype,855-68-8013,8521,Toyota,MR2,Puce,2001,505282.4,53499-0390,Marwin Francescozzi,Male,VP Marketing,817-214-8029,mfrancescozzi22@go.com,2018/09/23,63824-271,2019/05/30,Second Class,Truck,779114.68,1,0.43,diners-club-carte-blanche,30030857919261,Very Bad,65 Lowry Road Falmouth MA 02540,1300 Lemos Lane Fremont CA 94539
75,75,76,Thoughtstorm,560-72-9504,9453,Audi,A8,Red,2003,601030.83,13537-110,Anatollo Pow,Male,GIS Technical Architect,518-474-2773,apow23@acquirethisname.com,2019/04/26,0378-9104,2019/01/27,Second Class,Air,860641.97,2,0.74,maestro,5020410963277404253,Okay,2640 8th Avenue C Oakland CA 94606,3526 Sutton Loop Fremont CA 94536
76,76,77,Vimbo,614-88-1667,4876,Dodge,Ram 2500,Blue,2008,553348.39,41520-199,Arlinda Stocker,Female,VP Accounting,972-525-5279,astocker24@domainmarket.com,2018/11/20,51141-2000,2019/04/06,Second Class,Air,852540.42,2,0.45,diners-club-us-ca,5436198438883402,Okay,4920 Quonset Drive Sacramento CA 95820,6315 North Oro Vista Court Litchfield Park AZ 85340
77,77,78,Fadeo,433-83-1238,7833,Mitsubishi,Precis,Aquamarine,1994,766396.94,0944-4351,Joan Beddon,Female,Marketing Manager,206-955-3681,jbeddon25@nydailynews.com,2018/12/15,51367-008,2019/05/24,Second Class,Air,899946.21,1,0.8,jcb,3557637705094746,Bad,18117 Muldrow Street Anchorage AK 99577,18 Hamilton Street Northwest Washington DC 20011
78,78,79,Thoughtstorm,673-60-4852,2755,Oldsmobile,Bravada,Teal,2004,707517.46,76519-1017,Blythe Lampens,Female,Accountant I,404-400-7955,blampens26@google.ca,2019/04/14,61748-017,2019/05/29,Second Class,Air,954701.77,2,0.29,jcb,3576454435682098,Okay,6617 North 59th Avenue Glendale AZ 85301,1937 Carleton Street M Berkeley CA 94704
79,79,80,Eadel,807-93-0024,9933,Buick,Regal,Purple,1989,667039.78,45963-538,Ozzie Oade,Male,Database Administrator III,321-117-4073,ooade27@bluehost.com,2018/09/15,0904-0304,2019/05/11,Same Day,Truck,830149.53,2,0.58,diners-club-enroute,201830280140846,Very Good,3811 W Street Southeast Washington DC 20020,743 East 9th Avenue #STE 000200 Anchorage AK 99501
80,80,81,Yabox,250-42-0967,4829,Oldsmobile,Ciera,Violet,1993,546889.09,64117-252,Niels Bushe,Male,Desktop Support Technician,205-400-8698,nbushe28@kickstarter.com,2019/06/17,64455-994,2019/05/27,Second Class,Truck,850167.91,1,0.76,jcb,3557656136601226,Very Bad,2032 Gorgas Street Montgomery AL 36106,9 Montello Street #11 Brockton MA 02301
81,81,82,Muxo,800-26-8802,4514,Nissan,Frontier,Pink,2006,688767.81,43269-669,Vidovic Elwood,Male,Nuclear Power Engineer,210-583-7303,velwood29@miibeian.gov.cn,2019/05/25,25010-215,2019/05/01,Same Day,Truck,723947.52,1,0.27,jcb,3575144191340988,Bad,678 Fairlane Street Fayetteville AR 72701,30544 Whitmore Road Whitmore CA 96096
82,82,83,Zazio,699-20-4385,4469,Cadillac,Seville,Maroon,2004,778797.87,0185-0157,Hymie Swyndley,Male,Senior Cost Accountant,917-422-3564,hswyndley2a@photobucket.com,2018/12/26,51514-0333,2019/03/13,Second Class,Air,881348.59,2,0.86,jcb,3561412354380729,Very Bad,13417 West Marlette Court Litchfield Park AZ 85340,7622 Vance Drive Arvada CO 80003
83,83,84,Tagfeed,615-16-7269,3865,Kia,Optima,Violet,2002,620793.44,24208-544,Sharron Cranna,Female,Staff Scientist,225-841-0636,scranna2b@multiply.com,2018/07/16,0268-6706,2019/02/04,Same Day,Air,861113.04,1,0.82,jcb,3554242727652994,Bad,8320 Cloud Street Laurel MD 20724,7681 Delridge Circle Anchorage AK 99507
84,84,85,Fatz,523-80-9887,5712,Nissan,Sentra,Pink,1999,777163.99,29149-001,Ericha Hagard,Female,Account Representative IV,602-305-8027,ehagard2c@elpais.com,2018/08/04,66715-9735,2019/04/14,Same Day,Air,992886.7,2,0.48,mastercard,5100148606460025,Very Bad,37600 Sycamore Street Newark CA 94560,6820 West 84th Circle #27 Arvada CO 80003
85,85,86,Camido,840-73-6286,8687,Volvo,V50,Pink,2010,545741.7,0299-5980,Charin Henriksson,Female,Research Assistant III,386-225-2847,chenriksson2d@chicagotribune.com,2018/09/25,64127-085,2019/05/27,Standard Class,Truck,885892.96,2,0.77,china-unionpay,56022278480520004,Very Bad,107 West Canton Circle Springfield MA 01104,86 Russell Street Manchester CT 06040
86,86,87,Roodel,756-09-5350,9633,Honda,Ridgeline,Pink,2007,662004.26,0067-2039,Dinny O'Cooney,Female,Financial Analyst,813-617-4542,docooney2e@blog.com,2019/05/30,59779-949,2019/01/04,Same Day,Air,998843.29,2,0.63,jcb,3583186479580066,Good,4253 San Juan Avenue Fremont CA 94536,6275 Eric Lane Montgomery AL 36116
87,87,88,Gigazoom,573-47-8364,7989,Pontiac,GTO,Pink,1970,696179.72,55714-4426,Alphard Quantrill,Male,Programmer Analyst IV,480-783-3635,aquantrill2f@netscape.com,2019/04/01,31720-208,2019/02/17,First Class,Air,858307.07,2,0.38,jcb,3553117704416988,Good,5073 West 65th Place Arvada CO 80003,475 Maple Street #613 Holyoke MA 01040
88,88,89,Omba,435-24-7523,4440,Chevrolet,Suburban 1500,Green,2003,714262.33,37808-008,Niven Derrington,Male,Research Assistant IV,479-312-7517,nderrington2g@time.com,2019/02/14,52183-369,2019/01/22,Standard Class,Air,784074.72,1,0.41,maestro,6759451616924465638,Good,7701 West Saint John Road #2010 Glendale AZ 85308,7111 North 75th Avenue #1067 Glendale AZ 85303
89,89,90,Innotype,674-69-5280,5252,Nissan,Maxima,Turquoise,2009,658004.98,0065-0643,Theodoric Padley,Male,Staff Accountant III,323-363-3595,tpadley2h@usda.gov,2019/05/25,0462-0395,2019/04/07,Standard Class,Truck,749917.29,1,0.83,mastercard,5100137517605349,Very Bad,2456 22nd Avenue Greeley CO 80631,12 Winter Street Manchester CT 06040
90,90,91,Kwimbee,674-81-8160,4942,Volkswagen,Rabbit,Maroon,2009,679304.05,53746-102,Ada Strange,Female,Help Desk Operator,434-333-8356,astrange2i@java.com,2019/06/01,52731-7023,2019/03/31,Second Class,Air,888417.08,2,0.63,visa-electron,4405267757623168,Good,7901 West 52nd Avenue #205 Arvada CO 80002,928 Wright Avenue #UNIT 505 Mountain View CA 94043
91,91,92,Jayo,304-18-2648,232,Mazda,Miata MX-5,Crimson,2005,739132.03,55700-020,Gabriello Hegdonne,Male,Technical Writer,316-891-9761,ghegdonne2j@eepurl.com,2019/05/03,58118-0017,2019/05/24,Standard Class,Air,989524.24,1,0.84,jcb,3566808648787113,Very Bad,4303 Ashleycreek Court Louisville KY 40241,2309 Stearns Hill Road Waltham MA 02451
92,92,93,Skiptube,579-46-2873,7064,Pontiac,Grand Prix,Fuscia,1978,720963.77,0206-2100,Gussy Murison,Female,Chemical Engineer,651-279-4209,gmurison2k@google.ru,2019/05/31,67345-0784,2019/03/21,Same Day,Truck,820595.53,2,0.36,americanexpress,342345452728575,Very Bad,5837 West Evans Drive Glendale AZ 85306,5708 Beverly Street Savannah GA 31405
93,93,94,Shuffledrive,857-91-5590,6292,Audi,RS 4,Blue,2008,716932.67,68462-179,Haley Nockells,Female,Account Representative I,502-605-8186,hnockells2l@elegantthemes.com,2019/01/05,41250-453,2019/03/28,First Class,Truck,984950.9,2,0.81,jcb,3558836068417515,Very Good,1915 Dean Forest Road Pooler GA 31322,4200 Northwest 59th Street Oklahoma City OK 73112
94,94,95,Gevee,649-78-9218,9324,Nissan,Quest,Blue,1993,634734.96,76439-273,Abigael Smalridge,Female,Health Coach II,520-393-0569,asmalridge2m@behance.net,2019/01/04,54473-241,2019/04/10,Second Class,Truck,768759.71,2,0.59,jcb,3564341123916033,Very Good,3100 Don Juan Court Montgomery AL 36110,7400 West Arrowhead Clubhouse Drive #1043 Glendale AZ 85308
95,95,96,Twitterlist,839-11-6693,8159,Ford,Mustang,Maroon,1994,798765.11,52959-144,Gunther Stubbs,Male,Chief Design Engineer,314-333-8350,gstubbs2n@exblog.jp,2018/11/03,57627-156,2019/03/20,First Class,Air,881654.49,1,0.81,jcb,3533407953461677,Bad,9200 Gainswood Circle Montgomery AL 36117,3708 Fort Lincoln Drive Northeast Washington DC 20018
96,96,97,Midel,429-51-4961,9814,Lexus,GS,Puce,2013,650995.54,64205-101,Wallas Lewing,Male,Structural Analysis Engineer,919-462-7153,wlewing2o@arstechnica.com,2019/05/10,63830-221,2019/04/04,Same Day,Truck,733932.62,1,0.66,jcb,3538327354932966,Very Bad,210 Beachcomber Drive Pismo Beach CA 93449,4800 Huffman Road Anchorage AK 99516
97,97,98,Skilith,439-37-5086,9174,Nissan,370Z,Mauv,2009,734064.83,54868-6077,Osgood Dunkerk,Male,Safety Technician IV,785-367-0967,odunkerk2p@bravesites.com,2018/08/02,31722-731,2019/05/29,Second Class,Air,906383.42,2,0.29,bankcard,5602258316022289,Very Good,105 Inglewood Drive Glen Burnie MD 21060,5 Hibiscus Avenue Savannah GA 31404
98,98,99,Talane,766-66-2819,7925,Jeep,Wrangler,Blue,1998,566961.7,0555-0140,Alvinia Alasdair,Female,Help Desk Operator,818-793-6320,aalasdair2q@rambler.ru,2018/10/11,43353-914,2019/01/11,Second Class,Truck,768636.97,2,0.57,china-unionpay,560223116915301780,Okay,4742 Bellevue Avenue Louisville KY 40215,2027 North Shannon Drive #5 Fayetteville AR 72703
99,99,100,Chatterbridge,819-68-9887,6395,Honda,S2000,Green,2003,636898.53,65691-0105,Arleta Blondelle,Female,General Manager,913-827-5744,ablondelle2r@people.com.cn,2019/04/23,55648-787,2019/06/03,First Class,Truck,827097.96,1,0.75,visa,4431637261364905,Very Bad,313 Wiley Street Nashville TN 37115,1208 Festival Lane Montgomery AL 36117
100,100,101,Skipfire,315-95-6593,8034,Cadillac,CTS-V,Red,2009,641631.95,55154-9357,Barbie Bridywater,Female,Dental Hygienist,212-664-6255,bbridywater2s@reuters.com,2018/10/25,59614-298,2019/02/12,Standard Class,Air,863138.65,2,0.53,china-unionpay,5610131498926173,Okay,294 East Lakeshore Drive Colchester VT 05446,6500 Thurlow Place Edmond OK 73034
101,101,102,Fivebridge,739-39-5689,7619,GMC,Suburban 1500,Red,1999,724303.85,52125-866,Curcio Januszewski,Male,Project Manager,303-536-9709,cjanuszewski2t@acquirethisname.com,2018/08/25,59630-574,2019/02/20,Second Class,Truck,898660.85,2,0.49,china-unionpay,560223188869325719,Good,8121 Copper Creek Drive Lyndon KY 40222,5116 Feys Court Louisville KY 40216
102,102,103,Realcube,433-53-9139,7023,Chevrolet,Sportvan G30,Teal,1995,679976.16,54458-907,Georgiana Decker,Female,Financial Analyst,253-129-3808,gdecker2u@wordpress.com,2019/03/29,43742-0489,2019/04/17,Standard Class,Truck,955190.63,2,0.78,switch,6759202794132384842,Very Bad,3100 Don Juan Court Montgomery AL 36110,8117 Mountain View Circle Pasadena MD 21122
103,103,104,Skivee,615-13-4570,7855,Chevrolet,Express 1500,Red,2004,665876.6,33261-228,Angus Bilbey,Male,Analyst Programmer,202-489-6564,abilbey2v@tamu.edu,2018/11/08,50181-0003,2019/04/02,Standard Class,Truck,986265.39,1,0.3,switch,633349531242975847,Very Bad,700 Winston Place Anchorage AK 99504,5000 V Street Northwest Washington DC 20007
104,104,105,Chatterbridge,868-80-3843,4571,Cadillac,Escalade,Red,2007,514525.98,11584-1060,Gerek Timmins,Male,Physical Therapy Assistant,480-458-6503,gtimmins2w@wiley.com,2019/04/22,49348-553,2019/03/09,Standard Class,Air,700375.26,2,0.67,jcb,3560239924171259,Very Good,16 Conway Street Shelburne Falls MA 01370,1345 G Street Southeast Washington DC 20003
105,105,106,Buzzbean,640-88-8698,184,Pontiac,Grand Am,Turquoise,1996,543539.17,0363-1024,Garald Shepland,Male,Cost Accountant,225-811-0306,gshepland2x@narod.ru,2018/07/02,45963-346,2019/01/19,Second Class,Truck,918972.63,1,0.32,mastercard,5452186627412025,Good,2750 Gilmore Lane ##C304 Oroville CA 95966,8507 Lorento Street Panama City Beach FL 32408
106,106,107,Voonix,543-42-8435,4143,Toyota,Sequoia,Green,2008,563223.72,50268-452,Michelle McLagain,Female,Human Resources Assistant IV,904-531-8925,mmclagain2y@woothemes.com,2018/12/23,0270-0149,2019/02/23,Same Day,Truck,742527.92,1,0.45,jcb,3555782393305582,Bad,169 Wachusett Street Holden MA 01520,4971 Janet Court Livermore CA 94550
107,107,108,Thoughtblab,542-88-8254,8525,Toyota,Celica,Yellow,1994,739368.39,37808-817,Morgun Pfaff,Male,Senior Quality Engineer,850-978-0378,mpfaff2z@economist.com,2018/12/06,36800-443,2019/03/10,First Class,Air,862137.37,2,0.27,jcb,3570142773130913,Bad,7018 Russell Court Arvada CO 80007,2 Ellenwood Street Barre VT 05641
108,108,109,Yakitri,488-54-5386,9229,BMW,M3,Violet,2011,543026.94,68084-009,Carmel Gentzsch,Female,Research Nurse,336-879-7974,cgentzsch30@yahoo.co.jp,2018/07/24,0904-5186,2019/05/25,Standard Class,Air,956235.6,2,0.73,jcb,3528595441813827,Very Bad,1309 Columbia Road Northwest Washington DC 20009,2905 Stonebridge Court Norman OK 73071
109,109,110,Zoozzy,725-32-8162,8155,Land Rover,Range Rover,Crimson,1986,569435.74,65862-599,Paton Clynman,Male,VP Sales,915-353-6106,pclynman31@smh.com.au,2019/04/26,53808-0251,2019/01/16,Standard Class,Truck,981365.77,1,0.36,visa,4041376481583125,Very Good,4800 Huffman Road Anchorage AK 99516,11 North Vineyard Drive Pueblo West CO 81007
110,110,111,Demivee,493-38-2166,720,Mitsubishi,Mirage,Puce,1998,593076.64,51918-1001,Danya Lambis,Male,Staff Scientist,817-933-4301,dlambis32@themeforest.net,2019/03/20,65044-1060,2019/04/03,Second Class,Truck,990328.59,2,0.29,visa-electron,4405307012691145,Bad,6060 West Royal Palm Road #226 Glendale AZ 85302,2400 Merry Street Nashville TN 37208
111,111,112,Meedoo,320-16-8226,9609,Isuzu,Oasis,Mauv,1996,522435.2,55154-6127,Robbert Goodhand,Male,Senior Editor,801-200-3771,rgoodhand33@moonfruit.com,2018/09/23,0378-1045,2019/01/28,Second Class,Air,976754.62,2,0.7,visa-electron,4844134386981137,Bad,3345 Archie Watkins Road Farmington AR 72730,8351 Forest Drive Pasadena MD 21122
112,112,113,Zoovu,860-12-4670,7713,Cadillac,Seville,Khaki,1997,580966.08,36987-2014,Freeman Firbank,Male,Recruiting Manager,608-911-8392,ffirbank34@dyndns.org,2019/06/10,0781-5526,2019/04/16,First Class,Truck,895368.03,2,0.28,jcb,3563437709865585,Bad,2335 Orchard View Lane Escondido CA 92027,117 Adelaide Road Manchester CT 06040
113,113,114,Yotz,808-58-8679,7535,Pontiac,Bonneville,Puce,1999,723754.77,61598-200,Bobbi Collingdon,Female,Legal Assistant,210-748-9946,bcollingdon35@creativecommons.org,2018/11/15,16590-954,2019/05/26,Standard Class,Truck,935004.75,2,0.74,switch,6331100882230361415,Very Good,145 Saint John Street Manchester CT 06040,200 West Center Street A Manchester CT 06040
114,114,115,Skinix,204-02-7998,695,Ford,Flex,Indigo,2010,563453.56,55315-455,Eddi Merryweather,Female,Occupational Therapist,212-389-0212,emerryweather36@fotki.com,2019/01/17,55301-619,2019/02/17,Same Day,Truck,774003.01,2,0.57,diners-club-carte-blanche,30168754574449,Good,7700 Morningside Drive Northwest Washington DC 20012,6505 South Lagoon Drive Panama City Beach FL 32408
115,115,116,Vinte,559-86-3976,4198,Honda,Accord,Blue,2011,745757.69,59078-039,Judy Hunt,Female,VP Marketing,504-318-5022,jhunt37@tinypic.com,2018/06/25,0049-4940,2019/03/25,Same Day,Truck,951211.32,1,0.72,diners-club-carte-blanche,30023540369531,Okay,6328 West Brown Street Glendale AZ 85302,2115 Honeysuckle Drive Panama City FL 32404
116,116,117,Brainsphere,885-75-0938,1291,Buick,Rainier,Green,2007,564899.94,68026-544,Gustave Velte,Male,Project Manager,205-113-2865,gvelte38@zimbio.com,2019/01/21,0781-6135,2019/06/04,Standard Class,Truck,800301.44,1,0.53,jcb,3566269655194075,Okay,4493 Heath Circle Rohnert Park CA 94928,36360 Beech Place Newark CA 94560
117,117,118,Vipe,723-83-8372,7949,Honda,Pilot,Mauv,2010,663125.07,21695-835,Nellie Lockier,Female,Senior Editor,775-563-8351,nlockier39@tamu.edu,2018/12/24,41250-318,2019/03/06,Standard Class,Air,743330.27,1,0.29,switch,6331103697769068653,Okay,846 Allen Road Nashville TN 37214,66 Ocala Drive Nashville TN 37013
118,118,119,Innotype,639-47-5189,7076,Mercedes-Benz,400SEL,Teal,1993,519500.85,68084-713,Stanford Rusted,Male,Editor,304-680-1408,srusted3a@wikipedia.org,2019/06/01,52125-266,2019/03/07,Standard Class,Air,914405.05,1,0.57,visa,4041590395076287,Very Good,17433 Teklanika Drive Anchorage AK 99577,3311 Wiley Post Loop Anchorage AK 99517
119,119,120,Gabspot,431-91-7448,8231,Subaru,Impreza,Blue,2003,712744.35,49349-191,Richardo Beaver,Male,Programmer II,210-648-7948,rbeaver3b@yelp.com,2018/11/29,0093-5514,2019/01/21,Same Day,Truck,945325.6,1,0.68,americanexpress,337941087621115,Good,32 Country Club Boulevard Dartmouth MA 02747,6216 West Bloomfield Road Glendale AZ 85304
120,120,121,Rooxo,184-89-9088,8139,Dodge,Stratus,Indigo,1997,786558.98,0067-6045,Onofredo Breede,Male,Programmer Analyst I,510-830-2761,obreede3c@people.com.cn,2019/05/12,11822-0442,2019/05/12,Same Day,Air,821296.41,2,0.66,mastercard,5230271622225181,Good,5112 Southwest 124th Place Oklahoma City OK 73173,5628 West Tonopah Drive Glendale AZ 85308
121,121,122,Twitterworks,499-15-3729,503,Ford,F350,Khaki,2009,505526.69,10096-0158,Vanni Usher,Female,Product Engineer,301-132-7936,vusher3d@paypal.com,2018/07/20,76420-611,2019/04/29,Second Class,Air,855201.29,2,0.67,americanexpress,375375316497497,Very Bad,72 Salmon Road Alameda CA 94502,3827 West Chapman Avenue Orange CA 92868
122,122,123,Edgewire,669-10-9388,2199,Buick,Riviera,Turquoise,1989,764479.19,0574-0427,Arlette Cattanach,Female,Editor,425-958-6133,acattanach3e@army.mil,2018/07/29,0363-0438,2019/01/23,Same Day,Air,872185.79,1,0.81,switch,6759711408170449,Bad,228 Central Street Milford MA 01757,343 Daman Drive Montgomery AL 36108
123,123,124,Riffwire,446-64-7077,695,Honda,Accord,Turquoise,1988,763573.51,52125-271,Gratiana Dunkley,Female,Structural Analysis Engineer,310-744-6141,gdunkley3f@chron.com,2018/11/18,50436-4842,2019/02/13,First Class,Air,861041.91,1,0.75,visa-electron,4175000043254110,Bad,9515 West 74th Avenue Arvada CO 80005,1139 Addison Street #R 1 Berkeley CA 94702
124,124,125,Myworks,554-02-7818,5712,Toyota,4Runner,Mauv,2010,733427.36,0904-6277,Pincas Thorpe,Male,Programmer Analyst IV,203-922-9178,pthorpe3g@chronoengine.com,2019/04/17,59779-129,2019/03/21,First Class,Truck,924311.1,1,0.41,jcb,3584710790719639,Very Bad,4712 Cherokee Heights Road Panama City FL 32404,1485 Hampshire Hollow Road Poultney VT 05764
125,125,126,Yombu,271-23-9597,4530,Honda,Accord,Green,2003,712232.05,49715-019,Babbette Champken,Female,Internal Auditor,205-412-9488,bchampken3h@comsenz.com,2018/07/06,42808-201,2019/01/04,Second Class,Air,761383.2,2,0.8,jcb,3574124196348278,Bad,143 Main Street Manchester CT 06042,89 High Ledge Circle Manchester CT 06040
126,126,127,Mycat,839-41-5843,1955,GMC,Canyon,Orange,2008,799454.24,60505-3780,Ade Mityashev,Male,Senior Developer,513-192-0087,amityashev3i@xrea.com,2018/10/10,59746-216,2019/01/08,Same Day,Air,781571.38,1,0.3,mastercard,5100144377872183,Good,6080 Frontier Lane Nashville TN 37211,208 Timrod Road Manchester CT 06040
127,127,128,Wordify,535-09-1446,245,Chevrolet,Suburban 1500,Purple,1997,677203.05,49288-0302,Ody Karolczyk,Male,Office Assistant II,608-727-7360,okarolczyk3j@goo.gl,2019/06/12,68428-112,2019/05/13,First Class,Truck,765985.31,2,0.89,jcb,3539802701356886,Okay,5801 South Watterson Trail Louisville KY 40291,58 North Cove Road Burlington VT 05408
128,128,129,Oyoloo,893-14-6140,8159,Lexus,IS-F,Fuscia,2010,540377.33,62175-891,Artie Ride,Male,Geologist I,860-222-3821,aride3k@yolasite.com,2018/12/13,51393-6668,2019/03/16,Standard Class,Air,849594.22,1,0.68,jcb,3584425554616844,Okay,718 Dutchmans Court Nashville TN 37076,3811 W Street Southeast Washington DC 20020
129,129,130,Livetube,527-99-2547,7915,Toyota,Prius,Purple,2003,673084.72,50036-571,Harrietta Fealey,Female,Help Desk Technician,804-947-0692,hfealey3l@phpbb.com,2018/12/29,0096-0738,2019/04/12,Second Class,Truck,957562.51,2,0.49,jcb,3548467212132850,Good,4400 Vaneto Drive Louisville KY 40216,7609 Doris Place Oklahoma City OK 73162
130,130,131,Youspan,867-74-3976,9827,GMC,Acadia,Maroon,2010,662222.31,47335-203,Kahaleel Rosengart,Male,Accountant IV,509-921-1228,krosengart3m@examiner.com,2018/12/23,67544-023,2019/05/02,First Class,Truck,807033.52,2,0.37,china-unionpay,5602231492740941,Okay,171 Tolland Turnpike Manchester CT 06042,36360 Beech Place Newark CA 94560
131,131,132,Livetube,100-10-4836,6563,Dodge,Ram 2500,Teal,1995,674793.45,55714-4401,Fitz Gretton,Male,Project Manager,704-785-5846,fgretton3n@godaddy.com,2018/09/20,50580-778,2019/02/06,First Class,Air,912235.25,2,0.54,solo,633417671077350521,Bad,2086 Hillside Drive San Leandro CA 94577,2001 Van Hoose Drive Fayetteville AR 72701
